Image,Label,x,y,Timestamp
img_000000268_Default_000.tif,E-Right,1733,125,268
img_000000269_Default_000.tif,D-Right,1732,852,269
img_000000269_Default_000.tif,E-Right,1733,125,269
img_000000270_Default_000.tif,D-Right,1731,852,270
img_000000270_Default_000.tif,E-Right,1732,125,270
img_000000271_Default_000.tif,D-Right,1731,853,271
img_000000271_Default_000.tif,E-Right,1732,125,271
img_000000272_Default_000.tif,D-Right,1732,853,272
img_000000272_Default_000.tif,E-Right,1733,125,272
img_000000273_Default_000.tif,D-Right,1732,852,273
img_000000273_Default_000.tif,E-Right,1733,125,273
img_000000274_Default_000.tif,D-Right,1731,852,274
img_000000274_Default_000.tif,E-Right,1732,125,274
img_000000275_Default_000.tif,D-Right,1732,852,275
img_000000275_Default_000.tif,E-Right,1733,125,275
img_000000276_Default_000.tif,D-Right,1731,852,276
img_000000276_Default_000.tif,E-Right,1733,125,276
img_000000277_Default_000.tif,D-Right,1731,852,277
img_000000277_Default_000.tif,E-Right,1732,125,277
img_000000278_Default_000.tif,D-Right,1731,852,278
img_000000278_Default_000.tif,E-Right,1733,125,278
img_000000279_Default_000.tif,D-Right,1732,853,279
img_000000279_Default_000.tif,E-Right,1733,125,279
img_000000280_Default_000.tif,D-Right,1732,853,280
img_000000280_Default_000.tif,E-Right,1733,125,280
img_000000281_Default_000.tif,D-Right,1731,852,281
img_000000281_Default_000.tif,E-Right,1732,125,281
img_000000282_Default_000.tif,D-Right,1731,852,282
img_000000282_Default_000.tif,E-Right,1733,125,282
img_000000283_Default_000.tif,D-Right,1731,853,283
img_000000283_Default_000.tif,E-Right,1732,125,283
img_000000284_Default_000.tif,D-Right,1731,854,284
img_000000284_Default_000.tif,E-Right,1733,125,284
img_000000285_Default_000.tif,D-Right,1732,853,285
img_000000285_Default_000.tif,E-Right,1733,125,285
img_000000286_Default_000.tif,D-Right,1732,853,286
img_000000286_Default_000.tif,E-Right,1733,125,286
img_000000287_Default_000.tif,D-Right,1732,853,287
img_000000287_Default_000.tif,E-Right,1733,125,287
img_000000288_Default_000.tif,D-Right,1731,853,288
img_000000288_Default_000.tif,E-Right,1733,125,288
img_000000289_Default_000.tif,D-Right,1731,853,289
img_000000289_Default_000.tif,E-Right,1733,125,289
img_000000290_Default_000.tif,D-Right,1732,853,290
img_000000290_Default_000.tif,E-Right,1733,125,290
img_000000291_Default_000.tif,D-Right,1731,852,291
img_000000291_Default_000.tif,E-Right,1733,125,291
img_000000292_Default_000.tif,D-Right,1731,854,292
img_000000292_Default_000.tif,E-Right,1733,125,292
img_000000293_Default_000.tif,D-Right,1731,853,293
img_000000293_Default_000.tif,E-Right,1733,125,293
img_000000294_Default_000.tif,D-Right,1731,853,294
img_000000294_Default_000.tif,E-Right,1733,125,294
img_000000295_Default_000.tif,D-Right,1731,853,295
img_000000295_Default_000.tif,E-Right,1733,125,295
img_000000296_Default_000.tif,D-Right,1731,852,296
img_000000296_Default_000.tif,E-Right,1733,125,296
img_000000297_Default_000.tif,D-Right,1731,853,297
img_000000297_Default_000.tif,E-Right,1732,125,297
img_000000298_Default_000.tif,D-Right,1731,852,298
img_000000298_Default_000.tif,E-Right,1733,125,298
img_000000299_Default_000.tif,D-Right,1731,853,299
img_000000299_Default_000.tif,E-Right,1732,125,299
img_000000300_Default_000.tif,D-Right,1731,852,300
img_000000300_Default_000.tif,E-Right,1733,125,300
img_000000301_Default_000.tif,D-Right,1731,852,301
img_000000301_Default_000.tif,E-Right,1732,125,301
img_000000302_Default_000.tif,D-Right,1732,853,302
img_000000302_Default_000.tif,E-Right,1733,125,302
img_000000303_Default_000.tif,D-Right,1732,853,303
img_000000303_Default_000.tif,E-Right,1733,125,303
img_000000304_Default_000.tif,D-Right,1732,853,304
img_000000304_Default_000.tif,E-Right,1732,125,304
img_000000305_Default_000.tif,D-Right,1732,853,305
img_000000305_Default_000.tif,E-Right,1733,125,305
img_000000306_Default_000.tif,D-Right,1732,853,306
img_000000306_Default_000.tif,E-Right,1733,125,306
img_000000307_Default_000.tif,D-Right,1732,853,307
img_000000307_Default_000.tif,E-Right,1733,125,307
img_000000308_Default_000.tif,D-Right,1731,853,308
img_000000308_Default_000.tif,E-Right,1733,125,308
img_000000309_Default_000.tif,D-Right,1732,853,309
img_000000309_Default_000.tif,E-Right,1733,125,309
img_000000310_Default_000.tif,D-Right,1731,853,310
img_000000310_Default_000.tif,E-Right,1733,125,310
img_000000311_Default_000.tif,D-Right,1732,853,311
img_000000311_Default_000.tif,E-Right,1733,125,311
img_000000312_Default_000.tif,D-Right,1731,852,312
img_000000312_Default_000.tif,E-Right,1733,125,312
img_000000313_Default_000.tif,D-Right,1732,853,313
img_000000313_Default_000.tif,E-Right,1733,125,313
img_000000314_Default_000.tif,D-Right,1730,853,314
img_000000314_Default_000.tif,E-Right,1732,125,314
img_000000315_Default_000.tif,D-Right,1730,852,315
img_000000315_Default_000.tif,E-Right,1732,125,315
img_000000316_Default_000.tif,D-Right,1730,852,316
img_000000316_Default_000.tif,E-Right,1731,125,316
img_000000317_Default_000.tif,D-Right,1730,853,317
img_000000317_Default_000.tif,E-Right,1731,125,317
img_000000318_Default_000.tif,D-Right,1730,852,318
img_000000318_Default_000.tif,E-Right,1732,125,318
img_000000319_Default_000.tif,D-Right,1730,854,319
img_000000319_Default_000.tif,E-Right,1732,125,319
img_000000320_Default_000.tif,D-Right,1730,853,320
img_000000320_Default_000.tif,E-Right,1732,125,320
img_000000321_Default_000.tif,D-Right,1731,853,321
img_000000321_Default_000.tif,E-Right,1732,125,321
img_000000322_Default_000.tif,D-Right,1731,853,322
img_000000322_Default_000.tif,E-Right,1732,125,322
img_000000323_Default_000.tif,D-Right,1730,852,323
img_000000323_Default_000.tif,E-Right,1732,125,323
img_000000324_Default_000.tif,D-Right,1731,853,324
img_000000324_Default_000.tif,E-Right,1732,125,324
img_000000325_Default_000.tif,D-Right,1730,852,325
img_000000325_Default_000.tif,E-Right,1732,124,325
img_000000326_Default_000.tif,D-Right,1731,852,326
img_000000326_Default_000.tif,E-Right,1732,125,326
img_000000327_Default_000.tif,D-Right,1732,853,327
img_000000327_Default_000.tif,E-Right,1733,125,327
img_000000328_Default_000.tif,D-Right,1732,852,328
img_000000328_Default_000.tif,E-Right,1733,125,328
img_000000329_Default_000.tif,D-Right,1732,853,329
img_000000329_Default_000.tif,E-Right,1733,125,329
img_000000330_Default_000.tif,D-Right,1731,852,330
img_000000330_Default_000.tif,E-Right,1733,125,330
img_000000331_Default_000.tif,D-Right,1732,852,331
img_000000331_Default_000.tif,E-Right,1733,125,331
img_000000332_Default_000.tif,D-Right,1732,853,332
img_000000332_Default_000.tif,E-Right,1733,125,332
img_000000333_Default_000.tif,D-Right,1732,852,333
img_000000333_Default_000.tif,E-Right,1733,125,333
img_000000334_Default_000.tif,D-Right,1732,852,334
img_000000334_Default_000.tif,E-Right,1733,125,334
img_000000335_Default_000.tif,D-Right,1732,853,335
img_000000335_Default_000.tif,E-Right,1733,125,335
img_000000336_Default_000.tif,D-Right,1732,853,336
img_000000336_Default_000.tif,E-Right,1733,125,336
img_000000337_Default_000.tif,D-Right,1732,852,337
img_000000337_Default_000.tif,E-Right,1733,125,337
img_000000338_Default_000.tif,D-Right,1731,853,338
img_000000338_Default_000.tif,E-Right,1733,125,338
img_000000339_Default_000.tif,D-Right,1732,853,339
img_000000339_Default_000.tif,E-Right,1733,125,339
img_000000340_Default_000.tif,D-Right,1731,852,340
img_000000340_Default_000.tif,E-Right,1733,125,340
img_000000341_Default_000.tif,D-Right,1732,853,341
img_000000341_Default_000.tif,E-Right,1733,125,341
img_000000342_Default_000.tif,D-Right,1732,853,342
img_000000342_Default_000.tif,E-Right,1733,125,342
img_000000343_Default_000.tif,D-Right,1732,855,343
img_000000343_Default_000.tif,E-Right,1733,125,343
img_000000344_Default_000.tif,D-Right,1732,853,344
img_000000344_Default_000.tif,E-Right,1733,125,344
img_000000345_Default_000.tif,D-Right,1732,852,345
img_000000345_Default_000.tif,E-Right,1733,125,345
img_000000346_Default_000.tif,D-Right,1732,853,346
img_000000346_Default_000.tif,E-Right,1733,125,346
img_000000347_Default_000.tif,D-Right,1732,853,347
img_000000347_Default_000.tif,E-Right,1733,125,347
img_000000348_Default_000.tif,D-Right,1732,853,348
img_000000348_Default_000.tif,E-Right,1733,125,348
img_000000349_Default_000.tif,D-Right,1732,853,349
img_000000349_Default_000.tif,E-Right,1733,125,349
img_000000350_Default_000.tif,D-Right,1732,853,350
img_000000350_Default_000.tif,E-Right,1733,125,350
img_000000351_Default_000.tif,D-Right,1733,853,351
img_000000351_Default_000.tif,E-Right,1733,125,351
img_000000352_Default_000.tif,D-Right,1732,853,352
img_000000352_Default_000.tif,E-Right,1733,125,352
img_000000353_Default_000.tif,D-Right,1732,853,353
img_000000353_Default_000.tif,E-Right,1733,125,353
img_000000354_Default_000.tif,D-Right,1732,853,354
img_000000354_Default_000.tif,E-Right,1733,125,354
img_000000355_Default_000.tif,D-Right,1733,855,355
img_000000355_Default_000.tif,E-Right,1733,125,355
img_000000356_Default_000.tif,D-Right,1731,852,356
img_000000356_Default_000.tif,E-Right,1733,125,356
img_000000357_Default_000.tif,D-Right,1732,853,357
img_000000357_Default_000.tif,E-Right,1733,125,357
img_000000358_Default_000.tif,D-Right,1732,853,358
img_000000358_Default_000.tif,E-Right,1733,125,358
img_000000359_Default_000.tif,D-Right,1732,854,359
img_000000359_Default_000.tif,E-Right,1733,125,359
img_000000360_Default_000.tif,D-Right,1732,853,360
img_000000360_Default_000.tif,E-Right,1733,125,360
img_000000361_Default_000.tif,D-Right,1732,853,361
img_000000361_Default_000.tif,E-Right,1733,125,361
img_000000362_Default_000.tif,D-Right,1732,853,362
img_000000362_Default_000.tif,E-Right,1733,125,362
img_000000363_Default_000.tif,D-Right,1732,853,363
img_000000363_Default_000.tif,E-Right,1733,125,363
img_000000364_Default_000.tif,D-Right,1732,853,364
img_000000364_Default_000.tif,E-Right,1733,125,364
img_000000365_Default_000.tif,D-Right,1732,852,365
img_000000365_Default_000.tif,E-Right,1733,125,365
img_000000366_Default_000.tif,D-Right,1732,853,366
img_000000366_Default_000.tif,E-Right,1733,125,366
img_000000367_Default_000.tif,D-Right,1732,853,367
img_000000367_Default_000.tif,E-Right,1733,125,367
img_000000368_Default_000.tif,D-Right,1732,853,368
img_000000368_Default_000.tif,E-Right,1733,125,368
img_000000369_Default_000.tif,D-Right,1731,853,369
img_000000369_Default_000.tif,E-Right,1733,125,369
img_000000370_Default_000.tif,D-Right,1732,853,370
img_000000370_Default_000.tif,E-Right,1733,125,370
img_000000371_Default_000.tif,D-Right,1731,853,371
img_000000371_Default_000.tif,E-Right,1733,125,371
img_000000372_Default_000.tif,D-Right,1731,853,372
img_000000372_Default_000.tif,E-Right,1733,125,372
img_000000373_Default_000.tif,D-Right,1732,853,373
img_000000373_Default_000.tif,E-Right,1733,125,373
img_000000374_Default_000.tif,D-Right,1732,853,374
img_000000374_Default_000.tif,E-Right,1733,125,374
img_000000375_Default_000.tif,D-Right,1732,854,375
img_000000375_Default_000.tif,E-Right,1733,125,375
img_000000376_Default_000.tif,D-Right,1731,853,376
img_000000376_Default_000.tif,E-Right,1732,126,376
img_000000377_Default_000.tif,D-Right,1732,853,377
img_000000377_Default_000.tif,E-Right,1733,125,377
img_000000378_Default_000.tif,D-Right,1732,853,378
img_000000378_Default_000.tif,E-Right,1733,125,378
img_000000379_Default_000.tif,D-Right,1731,852,379
img_000000379_Default_000.tif,E-Right,1733,126,379
img_000000380_Default_000.tif,D-Right,1732,853,380
img_000000380_Default_000.tif,E-Right,1733,125,380
img_000000381_Default_000.tif,D-Right,1732,853,381
img_000000381_Default_000.tif,E-Right,1733,125,381
img_000000382_Default_000.tif,D-Right,1732,853,382
img_000000382_Default_000.tif,E-Right,1733,125,382
img_000000383_Default_000.tif,D-Right,1731,853,383
img_000000383_Default_000.tif,E-Right,1732,125,383
img_000000384_Default_000.tif,D-Right,1731,853,384
img_000000384_Default_000.tif,E-Right,1732,125,384
img_000000385_Default_000.tif,D-Right,1730,852,385
img_000000385_Default_000.tif,E-Right,1732,125,385
img_000000386_Default_000.tif,D-Right,1730,852,386
img_000000386_Default_000.tif,E-Right,1731,125,386
img_000000387_Default_000.tif,D-Right,1730,852,387
img_000000387_Default_000.tif,E-Right,1732,125,387
img_000000388_Default_000.tif,D-Right,1731,853,388
img_000000388_Default_000.tif,E-Right,1731,125,388
img_000000389_Default_000.tif,D-Right,1730,852,389
img_000000389_Default_000.tif,E-Right,1731,125,389
img_000000390_Default_000.tif,D-Right,1731,853,390
img_000000390_Default_000.tif,E-Right,1732,125,390
img_000000391_Default_000.tif,D-Right,1730,852,391
img_000000391_Default_000.tif,E-Right,1732,125,391
img_000000392_Default_000.tif,D-Right,1730,852,392
img_000000392_Default_000.tif,E-Right,1732,125,392
img_000000393_Default_000.tif,D-Right,1730,853,393
img_000000393_Default_000.tif,E-Right,1732,125,393
img_000000394_Default_000.tif,D-Right,1730,852,394
img_000000394_Default_000.tif,E-Right,1732,125,394
img_000000395_Default_000.tif,D-Right,1731,853,395
img_000000395_Default_000.tif,E-Right,1732,125,395
img_000000396_Default_000.tif,D-Right,1735,804,396
img_000000396_Default_000.tif,E-Right,1732,125,396
img_000000397_Default_000.tif,D-Right,1731,852,397
img_000000397_Default_000.tif,E-Right,1732,125,397
img_000000398_Default_000.tif,D-Right,1731,853,398
img_000000398_Default_000.tif,E-Right,1732,125,398
img_000000399_Default_000.tif,D-Right,1731,853,399
img_000000399_Default_000.tif,E-Right,1732,125,399
img_000000400_Default_000.tif,D-Right,1733,853,400
img_000000400_Default_000.tif,E-Right,1734,126,400
img_000000401_Default_000.tif,D-Right,1733,853,401
img_000000401_Default_000.tif,E-Right,1735,126,401
img_000000402_Default_000.tif,D-Right,1733,853,402
img_000000402_Default_000.tif,E-Right,1734,126,402
img_000000403_Default_000.tif,D-Right,1733,853,403
img_000000403_Default_000.tif,E-Right,1734,126,403
img_000000404_Default_000.tif,D-Right,1733,853,404
img_000000404_Default_000.tif,E-Right,1734,126,404
img_000000405_Default_000.tif,D-Right,1733,854,405
img_000000405_Default_000.tif,E-Right,1734,126,405
img_000000406_Default_000.tif,D-Right,1732,854,406
img_000000406_Default_000.tif,E-Right,1733,126,406
img_000000407_Default_000.tif,D-Right,1732,853,407
img_000000407_Default_000.tif,E-Right,1733,126,407
img_000000408_Default_000.tif,D-Right,1732,853,408
img_000000408_Default_000.tif,E-Right,1733,126,408
img_000000409_Default_000.tif,D-Right,1732,853,409
img_000000409_Default_000.tif,E-Right,1733,126,409
img_000000410_Default_000.tif,D-Right,1732,854,410
img_000000410_Default_000.tif,E-Right,1733,126,410
img_000000411_Default_000.tif,D-Right,1732,853,411
img_000000411_Default_000.tif,E-Right,1733,126,411
img_000000412_Default_000.tif,D-Right,1732,854,412
img_000000412_Default_000.tif,E-Right,1733,126,412
img_000000413_Default_000.tif,D-Right,1732,853,413
img_000000413_Default_000.tif,E-Right,1733,126,413
img_000000414_Default_000.tif,D-Right,1732,853,414
img_000000414_Default_000.tif,E-Right,1733,126,414
img_000000415_Default_000.tif,D-Right,1732,854,415
img_000000415_Default_000.tif,E-Right,1733,126,415
img_000000416_Default_000.tif,D-Right,1732,853,416
img_000000416_Default_000.tif,E-Right,1733,126,416
img_000000417_Default_000.tif,D-Right,1732,853,417
img_000000417_Default_000.tif,E-Right,1733,126,417
img_000000418_Default_000.tif,D-Right,1732,853,418
img_000000418_Default_000.tif,E-Right,1733,126,418
img_000000419_Default_000.tif,D-Right,1732,854,419
img_000000419_Default_000.tif,E-Right,1733,126,419
img_000000420_Default_000.tif,D-Right,1732,853,420
img_000000420_Default_000.tif,E-Right,1733,126,420
img_000000421_Default_000.tif,D-Right,1732,853,421
img_000000421_Default_000.tif,E-Right,1733,126,421
img_000000422_Default_000.tif,D-Right,1732,853,422
img_000000422_Default_000.tif,E-Right,1733,126,422
img_000000423_Default_000.tif,D-Right,1732,854,423
img_000000423_Default_000.tif,E-Right,1733,126,423
img_000000424_Default_000.tif,D-Right,1732,853,424
img_000000424_Default_000.tif,E-Right,1734,126,424
img_000000425_Default_000.tif,D-Right,1732,853,425
img_000000425_Default_000.tif,E-Right,1734,126,425
img_000000426_Default_000.tif,D-Right,1733,853,426
img_000000426_Default_000.tif,E-Right,1734,126,426
img_000000427_Default_000.tif,D-Right,1732,853,427
img_000000427_Default_000.tif,E-Right,1733,126,427
img_000000428_Default_000.tif,D-Right,1732,853,428
img_000000428_Default_000.tif,E-Right,1734,126,428
img_000000429_Default_000.tif,D-Right,1732,854,429
img_000000429_Default_000.tif,E-Right,1733,126,429
img_000000430_Default_000.tif,D-Right,1732,853,430
img_000000430_Default_000.tif,E-Right,1733,126,430
img_000000431_Default_000.tif,D-Right,1732,853,431
img_000000431_Default_000.tif,E-Right,1734,126,431
img_000000432_Default_000.tif,D-Right,1731,854,432
img_000000432_Default_000.tif,E-Right,1732,126,432
img_000000433_Default_000.tif,D-Right,1732,853,433
img_000000433_Default_000.tif,E-Right,1733,126,433
img_000000434_Default_000.tif,D-Right,1732,853,434
img_000000434_Default_000.tif,E-Right,1733,126,434
img_000000435_Default_000.tif,D-Right,1732,854,435
img_000000435_Default_000.tif,E-Right,1733,126,435
img_000000436_Default_000.tif,D-Right,1732,853,436
img_000000436_Default_000.tif,E-Right,1733,126,436
img_000000437_Default_000.tif,D-Right,1733,853,437
img_000000437_Default_000.tif,E-Right,1734,126,437
img_000000438_Default_000.tif,D-Right,1732,853,438
img_000000438_Default_000.tif,E-Right,1734,126,438
img_000000439_Default_000.tif,D-Right,1732,853,439
img_000000439_Default_000.tif,E-Right,1734,126,439
img_000000440_Default_000.tif,D-Right,1733,853,440
img_000000440_Default_000.tif,E-Right,1733,126,440
img_000000441_Default_000.tif,D-Right,1733,853,441
img_000000441_Default_000.tif,E-Right,1734,126,441
img_000000442_Default_000.tif,D-Right,1732,853,442
img_000000442_Default_000.tif,E-Right,1733,126,442
img_000000443_Default_000.tif,D-Right,1732,853,443
img_000000443_Default_000.tif,E-Right,1734,126,443
img_000000444_Default_000.tif,D-Right,1733,853,444
img_000000444_Default_000.tif,E-Right,1734,126,444
img_000000445_Default_000.tif,D-Right,1732,853,445
img_000000445_Default_000.tif,E-Right,1733,126,445
img_000000446_Default_000.tif,D-Right,1732,854,446
img_000000446_Default_000.tif,E-Right,1733,126,446
img_000000447_Default_000.tif,D-Right,1731,853,447
img_000000447_Default_000.tif,E-Right,1733,126,447
img_000000448_Default_000.tif,D-Right,1732,853,448
img_000000448_Default_000.tif,E-Right,1733,126,448
img_000000449_Default_000.tif,D-Right,1732,853,449
img_000000449_Default_000.tif,E-Right,1733,126,449
img_000000450_Default_000.tif,D-Right,1732,853,450
img_000000450_Default_000.tif,E-Right,1733,126,450
img_000000451_Default_000.tif,D-Right,1732,853,451
img_000000451_Default_000.tif,E-Right,1733,126,451
img_000000452_Default_000.tif,D-Right,1732,854,452
img_000000452_Default_000.tif,E-Right,1733,126,452
img_000000453_Default_000.tif,D-Right,1732,853,453
img_000000453_Default_000.tif,E-Right,1733,126,453
img_000000454_Default_000.tif,D-Right,1732,853,454
img_000000454_Default_000.tif,E-Right,1733,126,454
img_000000455_Default_000.tif,D-Right,1732,853,455
img_000000455_Default_000.tif,E-Right,1733,126,455
img_000000456_Default_000.tif,D-Right,1732,853,456
img_000000456_Default_000.tif,E-Right,1733,126,456
img_000000457_Default_000.tif,D-Right,1731,853,457
img_000000457_Default_000.tif,E-Right,1732,125,457
img_000000458_Default_000.tif,D-Right,1731,853,458
img_000000458_Default_000.tif,E-Right,1732,125,458
img_000000459_Default_000.tif,D-Right,1730,852,459
img_000000459_Default_000.tif,E-Right,1731,125,459
img_000000460_Default_000.tif,D-Right,1730,854,460
img_000000460_Default_000.tif,E-Right,1731,125,460
img_000000461_Default_000.tif,D-Right,1730,852,461
img_000000461_Default_000.tif,E-Right,1730,125,461
img_000000462_Default_000.tif,D-Right,1730,853,462
img_000000462_Default_000.tif,E-Right,1732,126,462
img_000000463_Default_000.tif,D-Right,1731,853,463
img_000000463_Default_000.tif,E-Right,1731,126,463
img_000000464_Default_000.tif,D-Right,1730,853,464
img_000000464_Default_000.tif,E-Right,1732,126,464
img_000000465_Default_000.tif,D-Right,1730,855,465
img_000000465_Default_000.tif,E-Right,1731,126,465
img_000000466_Default_000.tif,D-Right,1730,853,466
img_000000466_Default_000.tif,E-Right,1731,126,466
img_000000467_Default_000.tif,D-Right,1731,853,467
img_000000467_Default_000.tif,E-Right,1732,125,467
img_000000468_Default_000.tif,D-Right,1732,853,468
img_000000468_Default_000.tif,E-Right,1732,125,468
img_000000469_Default_000.tif,D-Right,1735,855,469
img_000000469_Default_000.tif,E-Right,1732,126,469
img_000000470_Default_000.tif,D-Right,1732,853,470
img_000000470_Default_000.tif,E-Right,1733,125,470
img_000000471_Default_000.tif,D-Right,1732,853,471
img_000000471_Default_000.tif,E-Right,1732,125,471
img_000000472_Default_000.tif,D-Right,1731,853,472
img_000000472_Default_000.tif,E-Right,1732,125,472
img_000000473_Default_000.tif,D-Right,1731,852,473
img_000000473_Default_000.tif,E-Right,1732,125,473
img_000000474_Default_000.tif,D-Right,1731,852,474
img_000000474_Default_000.tif,E-Right,1732,125,474
img_000000475_Default_000.tif,D-Right,1732,853,475
img_000000475_Default_000.tif,E-Right,1733,125,475
img_000000476_Default_000.tif,D-Right,1732,852,476
img_000000476_Default_000.tif,E-Right,1733,125,476
img_000000477_Default_000.tif,D-Right,1732,852,477
img_000000477_Default_000.tif,E-Right,1733,125,477
img_000000478_Default_000.tif,D-Right,1732,853,478
img_000000478_Default_000.tif,E-Right,1733,125,478
img_000000479_Default_000.tif,D-Right,1732,852,479
img_000000479_Default_000.tif,E-Right,1733,125,479
img_000000480_Default_000.tif,D-Right,1732,853,480
img_000000480_Default_000.tif,E-Right,1733,125,480
img_000000481_Default_000.tif,D-Right,1732,853,481
img_000000481_Default_000.tif,E-Right,1733,125,481
img_000000482_Default_000.tif,D-Right,1731,852,482
img_000000482_Default_000.tif,E-Right,1732,125,482
img_000000483_Default_000.tif,D-Right,1731,853,483
img_000000483_Default_000.tif,E-Right,1733,125,483
img_000000484_Default_000.tif,D-Right,1731,852,484
img_000000484_Default_000.tif,E-Right,1732,125,484
img_000000485_Default_000.tif,D-Right,1731,852,485
img_000000485_Default_000.tif,E-Right,1732,125,485
img_000000486_Default_000.tif,D-Right,1731,853,486
img_000000486_Default_000.tif,E-Right,1732,125,486
img_000000487_Default_000.tif,D-Right,1732,853,487
img_000000487_Default_000.tif,E-Right,1733,125,487
img_000000488_Default_000.tif,D-Right,1731,853,488
img_000000488_Default_000.tif,E-Right,1732,125,488
img_000000489_Default_000.tif,D-Right,1732,853,489
img_000000489_Default_000.tif,E-Right,1732,125,489
img_000000490_Default_000.tif,D-Right,1731,853,490
img_000000490_Default_000.tif,E-Right,1733,125,490
img_000000491_Default_000.tif,D-Right,1732,852,491
img_000000491_Default_000.tif,E-Right,1733,125,491
img_000000492_Default_000.tif,D-Right,1732,852,492
img_000000492_Default_000.tif,E-Right,1733,125,492
img_000000493_Default_000.tif,D-Right,1732,854,493
img_000000493_Default_000.tif,E-Right,1733,126,493
img_000000494_Default_000.tif,D-Right,1732,853,494
img_000000494_Default_000.tif,E-Right,1733,125,494
img_000000495_Default_000.tif,D-Right,1732,853,495
img_000000495_Default_000.tif,E-Right,1733,125,495
img_000000496_Default_000.tif,D-Right,1732,853,496
img_000000496_Default_000.tif,E-Right,1733,125,496
img_000000497_Default_000.tif,D-Right,1732,854,497
img_000000497_Default_000.tif,E-Right,1733,125,497
img_000000498_Default_000.tif,D-Right,1732,853,498
img_000000498_Default_000.tif,E-Right,1733,125,498
img_000000499_Default_000.tif,D-Right,1731,853,499
img_000000499_Default_000.tif,E-Right,1732,125,499
img_000000500_Default_000.tif,D-Right,1731,853,500
img_000000500_Default_000.tif,E-Right,1733,125,500
img_000000501_Default_000.tif,D-Right,1732,853,501
img_000000501_Default_000.tif,E-Right,1734,126,501
img_000000502_Default_000.tif,D-Right,1732,853,502
img_000000502_Default_000.tif,E-Right,1733,126,502
img_000000503_Default_000.tif,D-Right,1733,853,503
img_000000503_Default_000.tif,E-Right,1733,126,503
img_000000504_Default_000.tif,D-Right,1732,853,504
img_000000504_Default_000.tif,E-Right,1733,126,504
img_000000505_Default_000.tif,D-Right,1732,853,505
img_000000505_Default_000.tif,E-Right,1734,126,505
img_000000506_Default_000.tif,D-Right,1733,853,506
img_000000506_Default_000.tif,E-Right,1734,126,506
img_000000507_Default_000.tif,D-Right,1732,853,507
img_000000507_Default_000.tif,E-Right,1734,126,507
img_000000508_Default_000.tif,D-Right,1733,853,508
img_000000508_Default_000.tif,E-Right,1734,126,508
img_000000509_Default_000.tif,D-Right,1732,855,509
img_000000509_Default_000.tif,E-Right,1733,126,509
img_000000510_Default_000.tif,D-Right,1732,853,510
img_000000510_Default_000.tif,E-Right,1734,126,510
img_000000511_Default_000.tif,D-Right,1732,853,511
img_000000511_Default_000.tif,E-Right,1734,126,511
img_000000512_Default_000.tif,D-Right,1732,853,512
img_000000512_Default_000.tif,E-Right,1733,126,512
img_000000513_Default_000.tif,D-Right,1732,854,513
img_000000513_Default_000.tif,E-Right,1733,126,513
img_000000514_Default_000.tif,D-Right,1732,853,514
img_000000514_Default_000.tif,E-Right,1733,126,514
img_000000515_Default_000.tif,D-Right,1732,853,515
img_000000515_Default_000.tif,E-Right,1734,126,515
img_000000516_Default_000.tif,D-Right,1733,853,516
img_000000516_Default_000.tif,E-Right,1734,126,516
img_000000517_Default_000.tif,D-Right,1733,853,517
img_000000517_Default_000.tif,E-Right,1734,126,517
img_000000518_Default_000.tif,D-Right,1733,853,518
img_000000518_Default_000.tif,E-Right,1734,126,518
img_000000519_Default_000.tif,D-Right,1733,853,519
img_000000519_Default_000.tif,E-Right,1734,126,519
img_000000520_Default_000.tif,D-Right,1732,853,520
img_000000520_Default_000.tif,E-Right,1733,126,520
img_000000521_Default_000.tif,D-Right,1732,853,521
img_000000521_Default_000.tif,E-Right,1734,126,521
img_000000522_Default_000.tif,D-Right,1732,854,522
img_000000522_Default_000.tif,E-Right,1733,126,522
img_000000523_Default_000.tif,D-Right,1732,853,523
img_000000523_Default_000.tif,E-Right,1733,126,523
img_000000524_Default_000.tif,D-Right,1733,853,524
img_000000524_Default_000.tif,E-Right,1734,126,524
img_000000525_Default_000.tif,D-Right,1732,854,525
img_000000525_Default_000.tif,E-Right,1733,126,525
img_000000526_Default_000.tif,D-Right,1732,853,526
img_000000526_Default_000.tif,E-Right,1733,126,526
img_000000527_Default_000.tif,D-Right,1732,854,527
img_000000527_Default_000.tif,E-Right,1733,126,527
img_000000528_Default_000.tif,D-Right,1733,853,528
img_000000528_Default_000.tif,E-Right,1733,126,528
img_000000529_Default_000.tif,D-Right,1733,853,529
img_000000529_Default_000.tif,E-Right,1734,126,529
img_000000530_Default_000.tif,D-Right,1732,852,530
img_000000530_Default_000.tif,E-Right,1733,125,530
img_000000531_Default_000.tif,D-Right,1732,853,531
img_000000531_Default_000.tif,E-Right,1733,126,531
img_000000532_Default_000.tif,D-Right,1732,853,532
img_000000532_Default_000.tif,E-Right,1733,125,532
img_000000533_Default_000.tif,D-Right,1732,853,533
img_000000533_Default_000.tif,E-Right,1734,126,533
img_000000534_Default_000.tif,D-Right,1732,853,534
img_000000534_Default_000.tif,E-Right,1733,125,534
img_000000535_Default_000.tif,D-Right,1732,853,535
img_000000535_Default_000.tif,E-Right,1733,125,535
img_000000536_Default_000.tif,D-Right,1732,853,536
img_000000536_Default_000.tif,E-Right,1733,126,536
